"","analysis","run_number","volume","area","name","pH","category","dilution","noxbox_conc","conc","conc_err","d15N","d15N_err","d18O","d18O_err","compound"
"13",11407,42,0.18,78.3047496175697,"OM17_188a_KRR_nitrate",5.8,"OM17",1,109.3,125.266728084903,5.17681670145613,3.71864922178079,0.126035675888888,22.1002980900332,0.562065549994512,"NO3+NO2"
"14",11408,43,0.16,79.165789568784,"OM17_55a_KRR_nitrate",9.2,"OM17",1,126.8,142.474682818968,5.82775621238669,8.59992143439963,0.138008376403634,20.8272312747248,0.562465947013458,"NO3+NO2"
"15",11418,53,0.17,80.3972518533632,"OM17_105a_KRR_nitrate",8.3,"OM17",1,120.4,136.179713570636,5.49017685015748,2.54637022725617,0.125384636049039,22.1148098938076,0.562839391853854,"NO3+NO2"
"16",11419,54,0.2,82.6020956153487,"OM17_104a_KRR_nitrate",8.5,"OM17",1,102.3,118.927202642283,4.67476979159313,2.23010448948363,0.125148865240624,22.3104139299252,0.561883721617843,"NO3+NO2"
"17",11420,55,1.32,70.1577950694668,"OM17_56a_KRR_nitrate",10.9,"OM17",1,15.1,15.3046053126201,0.701766657126549,9.35703906794328,0.140315200966295,22.3362112497512,0.568050574362012,"NO3+NO2"
"18",11421,56,0.77,73.907903309748,"OM17_14a_KRR_nitrate",10.3,"OM17",1,26.1,27.6388704760419,1.20622143138188,9.95038616148612,0.142355698402205,8.39774259102733,0.561699882523655,"NO3+NO2"
"19",11422,57,1.17,68.0604986648736,"OM17_4a_KRR_nitrate",10,"OM17",1,17.1,16.7505626242128,0.79060695618659,0.757400656728177,0.127912353943601,6.52274312805215,0.56355600768268,"NO3+NO2"
"20",11423,58,0.1,89.6166740348894,"OM17_rainwater_KRR_nitrate",5.6,"OM17",1,197.4,258.053025741743,9.40391989391112,-2.25683432251262,0.134029752353978,54.0948902132293,0.632281795147559,"NO3+NO2"
"21",11442,77,0.16,77.20218222991,"OM17_55a_KRR_nitrate NR",9.2,"OM17",1.0155,123.730182176268,143.401544293086,7.31420501671178,8.70708503197473,0.22709607168538,20.7067775316834,0.291665183588942,"NO3"
"22",11443,78,0.17,75.6588758827675,"OM17_105a_KRR_nitrate NR",8.3,"OM17",1.0155,118.215657311669,132.268125103844,6.87321882806463,2.59093589687961,0.199352223318804,22.3416968310429,0.291421755749809,"NO3"
"23",11444,79,0.2,78.8722028480333,"OM17_104a_KRR_nitrate NR",8.5,"OM17",1.0155,100.387001477105,117.202859955672,5.86143265659102,2.27445021420721,0.198263956877355,22.8870697154863,0.290550341666251,"NO3"
"24",11445,80,1.35,66.4697366085934,"OM17_56a_KRR_nitrate NR",10.9,"OM17",1,14.855,14.4096852978988,0.844895492840185,9.93665925201336,0.235367488479199,22.7823169338127,0.29232839321603,"NO3"
"25",11446,81,2.1,68.1885573747219,"OM17_71a_KRR_nitrate NR",10.6,"OM17",1,9.511,9.50290777361064,0.543994355347967,13.2062422082269,0.265294734247443,0.938226247623398,0.287319826364953,"NO3"
"26",11447,82,0.8,70.3634491520732,"OM17_14a_KRR_nitrate NR",10.3,"OM17",1,24.928,25.7407644094634,1.43087554929163,10.602726277632,0.240366121517396,9.2545600239584,0.286423615777286,"NO3"
"27",11448,83,2.18,64.0464658145588,"OM17_4a_KRR_nitrate NR",10,"OM17",1,9.167,8.59810971975894,0.52209776062625,4.03360313441529,0.203169659500631,19.474524679574,0.291372325629672,"NO3"
"28",11458,93,0.1,86.6574241881376,"OM17_rainwater_KRR_nitrate NR",5.6,"OM17",1,196.194,253.612165661389,11.6414800412311,-2.18771712089809,0.220813764385621,56.931959151187,0.343739906620935,"NO3"
"29",11459,94,0.19,86.8969769211968,"OM17_188a_KRR_nitrate NR",5.8,"OM17",1.0155,107.561792220581,135.923735504788,6.22373940735409,3.93424758336988,0.202173562253035,22.2127986928317,0.29169036171812,"NO3"
"30",11460,95,0.16,1.48261940270403,"OM17_55a_KRR_nitrate NR",9.2,"OM17",1.0155,123.730182176268,2.75393655730473,7.02036548906632,5.51389421596876,0.208629283194167,11.7062373352703,0.289403738643058,"NO3"
"31",11461,96,0.17,78.6930321518482,"OM17_105a_KRR_nitrate NR",8.3,"OM17",1.0155,118.215657311669,137.57248835668,6.89452113898416,2.71973063212705,0.199849767646575,21.0832922424809,0.291258741140701,"NO3"
"32",11462,97,0.2,80.8048485877634,"OM17_104a_KRR_nitrate NR",8.5,"OM17",1.0155,100.387001477105,120.074741300408,5.873331302015,2.36056652933925,0.198463622798988,22.8998658961914,0.290752130364274,"NO3"
"33",11463,98,0.8,71.1381451666936,"OM17_14a_KRR_nitrate NR",10.3,"OM17",1,24.928,26.0241681914212,1.43192556710913,10.5801229803326,0.240161888080785,9.67701349045162,0.286484030317399,"NO3"
"34",11464,99,0.1,87.2234573315921,"OM17_rainwater_KRR_nitrate NR",5.6,"OM17",1,196.194,255.268721838687,11.6488964440215,-2.09076732641776,0.220740283357477,55.2584643404739,0.342184101067134,"NO3"
